longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,distance_to_coast,distance_to_la,distance_to_sandiego,distance_to_sanjose,distance_to_sanfrancisco,median_house_value
-122.13,38.01,48.0,2123.0,494.0,859.0,474.0,1.8523,5810.60754497964,561836.711577359,741066.101168687,77848.9462672956,37253.7324327715,1
-120.84,35.32,15.0,2419.0,538.0,1279.0,522.0,3.4762,5376.75335068489,276075.752636721,445831.006324395,243150.480162208,307662.155916894,2
-122.43,37.8,52.0,2696.0,572.0,925.0,552.0,5.0365,1389.51131688332,561785.739976476,740307.952054197,70055.4039480754,2896.4249336806,4
-118.18,33.79,42.0,1571.0,435.0,1631.0,417.0,1.6384,4680.44361048238,29745.3667840016,152463.623971232,517805.715697232,585782.024404393,1
-121.74,36.92,17.0,2648.0,589.0,1193.0,540.0,2.4461,9718.33123992498,449257.539205651,626937.142338526,48150.0217727984,112920.232152978,1
-121.77,38.67,42.0,2670.0,518.0,1548.0,534.0,2.2794,64161.4320965622,602666.841973803,781770.383169221,148782.822435557,115169.093638112,1
-117.31,33.18,16.0,1835.0,430.0,599.0,399.0,2.0147,8928.40007156759,129928.289541742,53461.1215955958,621650.631551095,689681.091522751,0
-117.04,32.97,13.0,6711.0,1256.0,3683.0,1220.0,4.5746,21091.4865131033,164116.158462316,30451.9159514529,655765.727886087,723799.588515523,2
-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,16142.4981673162,34903.558891434,209960.330713767,460301.708263131,528269.3295477,3
-117.09,32.57,10.0,2198.0,368.0,1645.0,350.0,4.5547,5069.43616304317,196612.193488608,17518.7761090517,687093.236819716,755037.997552554,2
-117.96,34.07,35.0,2819.0,529.0,1508.0,485.0,4.6118,40098.7666223038,26206.9675335094,167860.303285187,507803.651997888,575818.989174648,2
-122.1,37.19,18.0,808.0,136.0,420.0,145.0,7.1831,22852.3278168308,493092.867878846,670698.732967459,24437.0438317813,71211.4260796877,3
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,5698.72690317439,556122.950063221,734964.878601402,65649.2259004016,15184.818393621,1
-117.17,32.77,35.0,1399.0,274.0,695.0,281.0,3.767,9219.89671523212,173951.707113721,6091.19212115288,665036.140510634,733016.403148185,2
-118.61,34.23,26.0,3727.0,572.0,1724.0,530.0,6.1419,21706.1111181076,39080.1267783947,215428.657966919,454842.862403169,522823.048307423,4
-117.08,33.11,31.0,1356.0,324.0,1301.0,331.0,2.5331,22275.6139573649,150323.730872505,44488.7978799181,641600.791669338,709635.096985848,1
-120.61,35.13,16.0,3431.0,721.0,1777.0,701.0,2.7301,4542.02800898524,247539.848115484,416281.430738033,270887.808993479,336089.405372647,2
-122.19,37.76,45.0,995.0,238.0,630.0,237.0,1.925,4206.81186951674,544221.032372077,723064.451182702,53978.7639644971,21266.9410606814,0
-117.3,34.12,50.0,1629.0,437.0,1581.0,394.0,2.2019,78851.0963898411,87230.6464462854,156678.332173914,547346.748775584,614989.016005127,0
-118.26,33.82,28.0,5091.0,1074.0,4753.0,1033.0,3.6477,6840.48034436238,25867.1905977263,159732.486788306,510549.885008131,578506.076507157,1
-118.31,33.76,26.0,4486.0,709.0,1873.0,719.0,6.5704,4218.71970734812,33066.364693777,157796.960816985,512883.519610709,580785.898508629,4
-117.99,34.07,35.0,1681.0,360.0,1648.0,373.0,2.4911,38889.6415389426,23452.2050831427,169109.248745327,505914.670550541,573935.674856089,1
-122.07,37.35,35.0,1447.0,205.0,619.0,206.0,9.8144,14263.2075417667,503729.094270199,681906.574735266,15727.8249373253,56891.7157581872,4
-121.4,36.84,52.0,1860.0,400.0,1215.0,367.0,2.9554,35385.087535404,421654.874001549,600012.573573081,70341.5182071172,138219.235100795,1
-120.49,37.32,13.0,3474.0,927.0,2149.0,821.0,1.9528,122456.73372802,416123.110491467,594880.620178334,124066.509990457,178432.359359275,0
-123.83,41.88,18.0,1504.0,357.0,660.0,258.0,3.13,31368.1049273761,998149.600443202,1176520.99521146,531832.155056459,471914.433049066,1
-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,23452.3129961877,490714.480706192,669295.844150057,2096.98623627691,69113.1634309487,4
-118.19,33.98,36.0,4179.0,,4582.0,1196.0,2.0087,23105.7709026487,9433.79867108044,169987.557789884,501046.776185831,569071.221549731,2
-118.49,34.21,25.0,1131.0,449.0,746.0,420.0,1.3565,21470.271529508,28666.0801555028,206886.006301834,463647.558435108,531659.74337354,3
-124.14,40.59,22.0,1665.0,405.0,826.0,382.0,1.5625,13630.2294924231,894112.893896927,1073517.82882507,410696.739242408,346014.18888191,0
-119.94,37.04,14.0,1636.0,253.0,766.0,225.0,3.125,166987.509788456,365940.537465783,543492.966654632,176096.618809726,234685.480672142,0
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,69423.8846629225,72373.8049046094,156403.56652914,538021.422176701,605797.98879426,0
-119.85,36.8,14.0,4177.0,914.0,2300.0,867.0,2.9565,172969.05467807,338417.221232249,516261.990614976,190791.527551138,252728.24127052,0
-119.34,36.34,5.0,4505.0,834.0,1917.0,775.0,4.0144,173466.498069041,273191.665387069,449686.135066703,252719.695229792,317262.519630676,1
-118.04,34.07,52.0,177.0,59.0,269.0,75.0,2.3611,37246.3380468555,18866.6454257598,171271.237453677,502782.98263642,570811.365348482,1
-118.19,33.9,36.0,1073.0,271.0,1385.0,288.0,2.3214,16804.7226927054,17636.6935209499,162733.881150157,507812.333499361,575819.837992111,0
-122.88,38.34,20.0,3404.0,628.0,1641.0,585.0,5.0574,11631.79715171,632582.068953857,811374.013273644,141378.235961373,74193.852662148,3
-121.37,38.6,35.0,3137.0,544.0,1312.0,549.0,3.788,61565.8381338552,577967.076733059,756547.243040132,147893.822093629,130535.970021115,1
-121.27,37.82,26.0,1170.0,238.0,830.0,216.0,2.6458,34489.8366859848,499685.836737462,678997.410780008,76922.4485387092,102164.759778556,1
-121.86,37.41,16.0,1603.0,287.0,1080.0,296.0,6.1256,20074.563921242,495848.201251648,674595.405079511,8785.21530290162,64588.2279089611,3
-117.26,34.48,6.0,4632.0,753.0,1851.0,694.0,4.1933,113173.823945571,102145.262466803,196390.958544861,524216.22775523,591326.057815673,2
-118.24,34.0,23.0,588.0,157.0,716.0,173.0,1.2056,21152.7951196978,5818.17548837858,174450.147226091,496354.278529484,564373.599176831,0
-117.89,33.84,33.0,1587.0,374.0,1159.0,331.0,2.8021,21947.566600309,40265.5120634767,142194.412850147,531018.052776989,599053.098419699,2
-117.16,32.75,34.0,1785.0,558.0,804.0,490.0,2.2687,7254.28775646524,176313.479568991,3811.33939833112,667354.13790159,735331.734442406,2
-117.83,33.99,14.0,17527.0,2751.0,8380.0,2676.0,6.2734,37710.1206794118,38748.7152590416,154713.352174069,522495.430357852,590502.095020665,3
-118.54,34.19,33.0,2205.0,453.0,1242.0,419.0,4.1319,18064.9908940316,31284.0679424979,207933.750111135,462379.638046632,530370.800156975,2
-118.31,34.09,28.0,720.0,267.0,891.0,265.0,1.8977,19797.1651671896,7412.50159015457,186344.658024317,484562.184322182,552585.809004978,0
-119.04,34.34,35.0,462.0,90.0,334.0,96.0,5.3582,22840.5067147935,79922.9621766548,250893.399602565,420764.40346621,488525.836633711,3
-117.97,33.88,11.0,1454.0,247.0,635.0,236.0,6.2427,20304.6669174082,31683.0403304826,149704.867600027,522783.270673944,590818.053163284,3
-117.77,33.8,16.0,3973.0,483.0,1373.0,452.0,9.8074,26190.8514644024,51929.7968111434,133196.201454765,541746.705875403,609777.941155058,4
-121.56,39.08,26.0,1377.0,289.0,761.0,267.0,1.4934,110904.699606621,632544.041239685,810777.40789039,196151.557791484,163859.061178621,0
-120.6,38.76,22.0,1236.0,273.0,615.0,248.0,3.0217,112384.012920086,564296.607224325,740140.229136464,194700.217114825,193853.991095328,0
-122.26,37.78,52.0,1045.0,239.0,496.0,216.0,2.9213,3365.61821656892,549997.222858185,728767.319783098,59072.3742085855,15069.964574031,2
-117.64,33.64,11.0,2422.0,429.0,810.0,395.0,6.1935,17796.7149610395,72175.4491769254,112021.770809155,563007.458044765,631041.527854358,4
-121.89,37.36,37.0,1525.0,363.0,1075.0,374.0,2.8971,20665.3825886029,493546.94377404,672133.618788645,2739.60659854406,66294.712271608,2
-122.09,37.64,36.0,1180.0,212.0,664.0,200.0,5.2838,6179.23809151653,528419.410489258,707210.670757373,38060.5294021833,33516.9949127272,2
-124.17,40.8,52.0,1606.0,419.0,891.0,367.0,1.585,3514.86849658688,914261.432272661,1093636.15550754,432449.254330057,368229.990931536,0
-117.9,33.71,16.0,1917.0,317.0,1324.0,351.0,6.2488,11145.5296667696,49545.3061152018,130184.282462131,541273.480524304,609299.261416233,3
-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909,62025.5600328888,75128.4198733492,146066.220252003,546917.007492002,614745.440519404,0
-118.44,34.15,38.0,1387.0,337.0,713.0,343.0,2.9352,15957.3422894596,21093.0011550147,198789.584508107,471709.172597328,539718.304023325,4
-122.25,37.49,43.0,2607.0,477.0,1225.0,461.0,4.224,7521.16097115629,525974.185805763,704122.705055419,35905.5655274421,35382.8133266494,4
-117.58,33.6,5.0,5348.0,659.0,1862.0,555.0,11.0567,20495.5697354378,79291.3893715611,105775.987992311,570029.589073922,638062.800460418,4
-117.96,34.48,32.0,1896.0,342.0,806.0,299.0,4.5769,71878.717593239,54240.6174039917,209665.547656219,475611.108218412,543397.451182124,2
-117.23,33.19,22.0,2554.0,447.0,1147.0,422.0,3.6346,12980.0004672381,134170.218667913,53126.2971814547,625692.569197343,693727.547086986,2
-122.24,37.72,5.0,18634.0,2885.0,7427.0,2718.0,7.611,2057.93402266832,543888.315225587,722580.8262083,52576.83583075,17858.2547554009,4
-118.35,34.05,33.0,2880.0,836.0,1416.0,736.0,2.6781,14843.7846954379,9798.05846519325,184922.006147603,485549.993328136,553555.744942412,4
-117.15,32.76,43.0,2361.0,489.0,824.0,470.0,3.4196,8616.76421498536,175932.069331352,5029.98645200039,667076.541344638,735059.705319649,4
-121.93,37.34,48.0,2068.0,495.0,946.0,452.0,3.0375,19758.4609481524,494343.360802293,672802.807049708,3307.04390350788,65431.1543665185,3
-117.67,34.04,16.0,3260.0,501.0,1973.0,535.0,4.6563,51817.9514859753,52873.5439108043,154647.256786913,528788.456988216,596721.250881385,2
-116.92,32.76,9.0,1859.0,307.0,947.0,304.0,5.9202,23783.8027919467,189055.965770409,23080.2591705622,680792.235798551,748819.041160589,2
-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,16917.4231145756,546564.37899819,725807.821900705,64709.0049939023,39967.2667095023,4
-118.25,33.79,39.0,981.0,286.0,1183.0,298.0,1.9208,3737.46195160169,29165.0265727464,156591.358831809,513725.613184035,581673.237941205,1
-122.1,37.66,37.0,901.0,191.0,599.0,206.0,3.7303,6327.41566986901,530659.859466596,709470.690554534,40441.4779174271,31777.2687642655,1
-122.32,37.92,29.0,2304.0,399.0,1377.0,454.0,5.0187,2858.81331123315,565092.666605102,744003.825846597,75088.4776981305,18951.5101069604,1
-121.23,37.79,23.0,1985.0,424.0,1198.0,389.0,2.7734,39311.1681242743,494957.673206558,674258.346240665,77263.3079816729,105587.481281221,1
-118.25,33.93,38.0,180.0,43.0,246.0,56.0,2.85,15417.3273258818,13604.3834189755,168717.741350601,501695.880405915,569695.372707367,0
-122.31,37.55,27.0,3931.0,933.0,1877.0,851.0,3.9722,4779.57809960638,534440.856968386,712615.742871022,43864.7827140952,27096.8352353356,4
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378,3
-116.06,34.2,29.0,1202.0,290.0,383.0,156.0,1.3371,164461.505225077,201669.444529958,194091.664990145,631078.595012245,697246.85269128,0
-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,19828.2040623901,5766.75368480661,177506.781898757,493114.105834477,561127.122273377,1
-117.65,33.63,16.0,3388.0,425.0,1395.0,427.0,8.4471,16378.1401785204,72185.1998110158,111380.512560488,563218.009525392,631252.789981558,4
-122.14,37.69,38.0,1571.0,317.0,874.0,301.0,4.4659,7241.42332427505,535495.017921537,714295.44247107,45039.0116893809,27265.8690109403,2
-122.22,37.36,34.0,1559.0,243.0,600.0,242.0,8.7382,16308.6861226687,513884.144655938,691729.386790719,29031.4593521333,49656.0881007902,4
-122.18,37.76,43.0,2018.0,408.0,1111.0,367.0,1.8913,4842.76186584122,543633.93563092,722492.29756285,53556.7171251089,22143.6895833956,0
-115.38,32.82,38.0,1892.0,394.0,1175.0,374.0,1.9939,17826.8732407576,298955.523440362,166933.601119757,776398.589271502,843885.981484955,0
-122.2,37.43,40.0,2223.0,412.0,1050.0,417.0,5.2421,8513.73869926738,518126.470458085,696224.897470089,29087.7335272066,43337.0375719584,4
-117.04,32.77,21.0,1824.0,447.0,962.0,431.0,2.7826,16234.9013116053,181134.046433155,12832.0097794516,672733.652354726,740744.42765585,1
-121.94,36.98,21.0,3520.0,831.0,1486.0,753.0,3.0905,6975.74785323453,466721.981082321,644019.897090415,39746.1498398699,98381.2510710984,3
-117.28,34.12,47.0,2456.0,611.0,1653.0,512.0,1.3973,79922.6641222813,89065.7080205373,156536.534193719,548714.122809951,616340.609326698,0
-118.32,34.11,48.0,4472.0,1579.0,2796.0,1397.0,2.3974,20006.6025938651,9521.42516127923,188693.104337304,482278.216948033,550303.615434868,4
-121.92,37.31,34.0,876.0,150.0,424.0,163.0,5.2769,22953.7581324914,491315.038420538,669722.231445489,3703.46037266318,68511.3434565547,3
-121.95,37.3,25.0,5641.0,1517.0,3786.0,1410.0,3.3958,22500.8369375422,492347.194696054,670663.115392803,6399.01227294006,67664.929333385,3
-121.89,36.89,18.0,2774.0,492.0,1283.0,353.0,5.368,5502.03064514882,456655.577050953,633743.780487513,49535.8435942814,109324.672328133,4
-118.38,34.17,30.0,2016.0,622.0,1359.0,557.0,2.7708,20568.212224575,18137.6737736964,197327.780217392,473620.168064277,541646.042343646,2
-121.66,36.69,6.0,10613.0,2485.0,7249.0,2375.0,3.7912,12504.921796163,426529.216637413,603522.707773375,74696.7325180345,138529.518831442,2
-121.32,38.7,17.0,3214.0,551.0,1879.0,562.0,4.3643,73503.0195507626,585515.341972596,763834.945478868,159814.91164349,141501.159720083,1
-118.22,33.96,36.0,1542.0,458.0,1711.0,468.0,1.9028,19561.929871489,10485.8273595824,169758.779928809,500933.60498095,568948.529745995,2
-117.28,32.84,41.0,1420.0,338.0,640.0,314.0,2.9306,3852.40915051985,161750.689129375,17734.5856894662,652526.951607021,720494.248414145,4
-117.91,33.61,36.0,3082.0,455.0,771.0,365.0,11.216,4042.40044527845,58035.0279175493,121438.329636109,549153.216986993,617157.173343452,4
-117.26,32.96,36.0,1721.0,264.0,710.0,282.0,10.1768,2366.48190959586,151881.366907516,28689.9588786567,643356.753062754,711361.035886422,4
-122.05,37.94,22.0,4162.0,1194.0,1804.0,1185.0,2.5459,12605.3531689061,551369.8240725,730605.621709922,68625.8798471482,38228.5485913007,2
-121.9,37.29,36.0,1389.0,225.0,623.0,223.0,6.6331,25791.6248203284,488484.600999559,666884.961738897,5094.59496798357,71350.4826274651,3
-122.31,37.92,12.0,1895.0,600.0,983.0,519.0,2.5,3318.4126274715,564509.859553516,743434.596462104,74651.3803659772,19418.8612348109,2
-118.16,34.11,48.0,1091.0,236.0,632.0,234.0,3.7235,33512.3942530968,10032.6385138913,180640.880219157,492046.750578611,560081.233262027,3
-119.1,34.31,21.0,2424.0,527.0,1379.0,484.0,2.6786,16476.8237334838,83822.8968244805,252453.623558519,420176.785416693,487845.108321911,2
-118.16,34.06,27.0,1675.0,274.0,785.0,275.0,5.828,31059.3252814345,7757.39922559244,175906.635049123,496183.350599402,564218.211273091,4
-119.96,38.84,17.0,2722.0,512.0,828.0,289.0,3.5714,161811.192367928,554034.95464366,726179.534181761,237911.557377675,246052.240947585,1
-122.04,36.98,51.0,1076.0,206.0,495.0,201.0,2.9286,11098.768850138,473246.452480834,650224.466767056,41618.1193457009,94814.4923515549,3
-120.41,34.88,8.0,3119.0,620.0,1159.0,544.0,3.5288,21019.8131599266,218884.380809916,384719.422525206,303795.359356513,369216.888267924,2
-119.38,36.56,14.0,3965.0,804.0,1945.0,733.0,2.6906,186048.722080706,297297.391555319,473175.012856286,239379.916909353,302173.428025026,0
-122.04,38.25,37.0,1176.0,291.0,648.0,271.0,2.7167,14081.8854611387,577846.840312083,757247.81603589,102506.706714971,63063.0430195486,0
-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235,1
-117.11,32.76,28.0,1457.0,397.0,672.0,342.0,1.9799,10576.855625096,178100.180219107,6859.83049257437,669435.143511003,737428.732453037,1
-121.49,38.62,8.0,15309.0,2996.0,7463.0,2885.0,3.9143,60771.5743301581,585153.815791499,763923.910021448,147135.066593444,124962.92681358,1
-118.13,34.04,36.0,1938.0,364.0,1118.0,374.0,3.5833,31568.4251302376,10562.1328767702,172558.176326264,499682.794180749,567717.818450553,3
-121.34,38.61,22.0,1778.0,408.0,875.0,375.0,2.6023,63582.0066835737,577637.911006328,756143.05130724,149780.61293833,133180.809882015,1
-119.68,34.43,49.0,1785.0,386.0,1267.0,380.0,3.5208,4544.38127678066,138549.00529253,301301.937691215,379611.120296318,446441.001667833,3
-119.15,34.83,6.0,8733.0,1600.0,2006.0,736.0,4.5724,59737.9820481402,119944.778107671,298421.877287357,371953.08452658,439961.700246067,2
-118.03,33.77,21.0,3803.0,898.0,1511.0,829.0,3.0,7078.20661651616,37063.8941970059,142379.719311597,528392.78055888,596406.615577387,3
-120.66,35.27,33.0,1664.0,455.0,1077.0,461.0,1.6875,13201.8110304252,259170.812401961,429733.516304776,254860.818040156,320257.171470547,2
-116.95,33.86,1.0,6.0,2.0,8.0,2.0,1.625,78978.9015125134,121218.086393436,128740.16067453,590671.295324994,658307.348924682,0
-118.06,34.1,38.0,2438.0,442.0,1308.0,461.0,3.6995,39964.3717196873,17731.716308103,175081.762974872,499082.72090058,567109.377890613,3
-118.46,34.42,25.0,2988.0,525.0,1884.0,513.0,4.7007,44671.0671330448,45472.1649769768,224483.329976255,448001.964919868,516033.669458932,2
-122.07,37.39,37.0,1169.0,239.0,589.0,249.0,5.0131,9815.44180072729,506914.946149917,685199.043375564,16774.3652291797,53259.1608405022,4
-118.93,34.36,33.0,1775.0,309.0,1071.0,296.0,4.6607,33045.2678225221,71794.7351255774,245565.560097466,425139.419758953,493011.699897167,2
-122.06,37.38,20.0,2976.0,766.0,1227.0,634.0,4.8625,10966.5775888078,505501.524715694,683781.701967184,15565.923114592,54678.6512390942,3
-117.68,35.55,9.0,3811.0,605.0,1518.0,568.0,5.5551,186373.846095438,174314.154518904,318752.503608726,425894.91152246,490578.493290113,1
-122.04,37.99,38.0,2675.0,541.0,1378.0,480.0,3.8897,7789.82327859731,555117.096984517,734400.999305324,73920.1625460139,41908.9668507543,1
-120.84,37.51,20.0,1901.0,313.0,1258.0,320.0,3.8958,85511.4917244133,450151.971702402,629283.295544121,94993.5531038754,143151.418678783,1
-117.03,32.79,26.0,3859.0,513.0,1469.0,538.0,5.8683,18321.3840037873,179960.233260721,14780.670097275,671621.49591331,739637.493963057,3
-122.27,37.86,52.0,1769.0,372.0,849.0,365.0,2.6914,6895.62849480421,557192.833093377,736081.262332515,67116.9087802181,17095.3808139783,3
-117.22,34.12,30.0,2512.0,597.0,1390.0,523.0,2.3725,83300.6348166431,94572.460412348,156242.725717679,552831.26394117,620408.998418724,0
-121.47,38.63,29.0,2197.0,520.0,1374.0,483.0,2.1889,62219.6403102883,585224.323978703,763946.779931621,148641.59961354,126947.881746378,0
-116.44,33.93,17.0,5293.0,1266.0,1201.0,599.0,1.6849,118446.80185062,166841.830207749,150727.540222646,621306.025439257,688404.856723323,0
-121.82,37.37,40.0,802.0,149.0,445.0,143.0,4.0446,25184.9788866075,490179.75410474,668918.953030556,7510.02791907707,70144.213730815,2
-118.16,34.15,17.0,821.0,163.0,229.0,164.0,7.3715,35128.302422908,13324.6617303854,184461.439376841,488757.758297042,556789.44505878,3
-118.38,34.16,31.0,2197.0,501.0,944.0,474.0,3.7312,19661.202388388,17352.4815996772,196421.399232997,474460.010964087,542484.198625837,4
-119.74,36.15,21.0,1548.0,308.0,1137.0,306.0,2.4688,132049.986954679,270064.678494909,449137.259039717,232755.244343442,299618.892146681,0
-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,5036.39411717906,550466.560821755,729301.716779253,60026.149053395,17057.8654962329,2
-119.21,37.25,44.0,3042.0,697.0,335.0,115.0,4.1838,222653.2878029,366131.058527795,537589.559101779,237525.980834224,290023.014735104,0
-122.39,37.76,52.0,624.0,170.0,410.0,148.0,4.0042,2105.93687002594,556138.612945955,734649.04760672,64403.6923428689,3948.52016328497,2
-117.2,32.82,35.0,1217.0,220.0,643.0,237.0,3.9464,6781.64320559768,167786.123097444,12151.1334941479,658950.479928863,726935.855314496,2
-119.19,34.19,35.0,2599.0,552.0,2726.0,543.0,3.2212,5105.7485780123,88447.7485096336,249596.775842852,426348.971569588,493758.580320788,2
-117.23,32.73,35.0,2914.0,683.0,1562.0,638.0,2.5259,6376.23061450036,174563.557390943,6638.9030195406,665007.139627572,732955.745288181,3
-119.25,34.27,46.0,679.0,159.0,382.0,143.0,3.5,2142.98941618834,95704.2015036741,259586.484624249,415890.748416138,483311.173506741,3
-117.92,33.61,36.0,1025.0,150.0,316.0,126.0,10.3048,3159.00064626128,57549.8060552027,121975.024339757,548559.551656602,616560.942730138,4
-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,3.0446,158279.878354381,669194.691373128,846387.590784501,243897.177406513,210349.687421139,0
-115.37,32.81,23.0,1458.0,294.0,866.0,275.0,2.3594,16920.2208769447,300303.766042577,167802.595636172,777837.511111609,845326.932064847,0
-121.75,39.88,16.0,2867.0,559.0,1203.0,449.0,2.7143,176254.736895606,718840.394738476,896177.518158521,283210.399570513,241499.533154962,0
-118.51,34.27,36.0,2276.0,429.0,1001.0,419.0,4.1042,27378.2762957182,34449.4570674864,213338.16568126,457388.699353291,525410.272706326,3
-118.9,34.17,14.0,4719.0,734.0,1880.0,731.0,5.3558,17351.5904234991,61825.723560483,228423.915189754,443609.428659954,511355.575313819,4
-115.95,33.28,12.0,99.0,25.0,37.0,17.0,1.8958,73562.0053547473,228972.911473506,129199.9911172,702699.577893771,770161.646218744,0
-122.03,36.97,36.0,337.0,69.0,223.0,68.0,3.2404,12146.4139417917,471840.947277385,648809.034837677,42413.7930537375,96173.8559275891,3
-118.11,33.94,37.0,1434.0,262.0,786.0,256.0,4.4375,21590.2589396319,17539.46332333,162183.893063032,509241.560395433,577271.120949139,3
-117.24,32.85,22.0,3479.0,448.0,1252.0,440.0,10.0707,2988.19491667731,162914.495842192,16652.6785480417,654005.696655839,721988.03089943,4
-118.45,34.07,19.0,4845.0,1609.0,3751.0,1539.0,1.583,7813.50684885023,19107.9683983263,192336.934698701,477936.291463136,545916.101396646,4
-118.09,33.88,27.0,3119.0,635.0,1887.0,567.0,3.8654,15840.2216623276,23825.5360522654,155604.3225522,515492.812707136,583516.59965053,2
-122.57,38.11,32.0,3521.0,748.0,1706.0,723.0,3.4705,7535.32402805286,595442.565181452,774301.408587029,104700.392895419,39294.4660345523,3
-122.49,37.76,52.0,1382.0,230.0,708.0,279.0,5.8096,2509.90871433581,562218.719778061,740539.967823367,70696.9725118033,5388.83548070493,4
-120.91,37.57,26.0,3396.0,705.0,2446.0,694.0,2.0521,76427.9538410802,459087.56225733,638247.568180349,90607.6727425691,135800.071539373,0
-118.33,33.96,42.0,1686.0,361.0,737.0,319.0,2.3,12714.1730715151,12980.4984744086,175876.828579695,494410.662395339,562394.043438467,2
-120.96,37.64,41.0,1467.0,328.0,673.0,310.0,2.7917,67844.1511205917,468019.987413761,647170.827512821,89013.6916147775,130285.633005304,0
-117.91,33.75,8.0,2346.0,679.0,3842.0,674.0,3.0635,15010.7114511538,45583.2596565158,134453.400415636,537304.105260034,605333.740157385,2
-122.48,37.76,52.0,1845.0,336.0,1015.0,337.0,4.1397,3288.30556621113,561607.183339977,739947.985307595,70043.1614509529,4554.21005100349,4
-118.4,34.17,27.0,3588.0,911.0,1891.0,871.0,3.4013,19586.7005286544,19457.1629727781,198397.031226539,472415.083093873,540437.618270813,3
-122.13,37.71,44.0,1613.0,339.0,776.0,346.0,3.1103,8473.25176852964,536559.124692133,715409.400517081,46594.2943909317,27431.4342564607,2
-123.85,39.39,23.0,4671.0,912.0,2095.0,857.0,3.184,3504.06593985379,775507.575547657,954548.85096301,285118.924978185,217931.228943423,1
-117.97,33.8,35.0,2985.0,474.0,1614.0,453.0,5.4631,13389.217415432,37739.5696428218,142100.910594436,529470.227523615,597499.010670075,3
-121.27,38.13,40.0,2402.0,509.0,1197.0,486.0,2.1771,23816.0075906185,528633.975219821,707666.365407528,103956.233622089,109246.872925738,0
-121.85,39.73,17.0,3425.0,827.0,2469.0,758.0,0.9393,165937.08732081,707959.952352331,885791.348716709,266284.767986758,223263.688583325,0
-119.65,36.62,6.0,1931.0,422.0,1344.0,414.0,1.6607,174016.275430212,312712.717994328,490134.884547289,214537.24583708,277746.467906286,0
-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,113583.463682168,161896.553419861,340708.718641996,336381.39415571,404153.960965709,1
-118.05,34.12,20.0,5218.0,959.0,2302.0,850.0,3.55,42344.2795176593,19362.8177806162,176600.051898894,498080.460660872,566102.12043224,4
-121.45,38.49,34.0,3573.0,662.0,1540.0,620.0,3.5323,47686.4934382871,570969.717874392,749841.230738135,134130.437325648,117070.113788056,1
-118.03,34.13,33.0,2352.0,373.0,995.0,359.0,4.9583,43898.6273693476,21493.3100720787,176727.218183038,498527.967590698,566543.726447634,4
-118.28,34.0,43.0,713.0,245.0,880.0,237.0,1.2065,18891.6218299872,6703.53136130576,176610.015703242,493961.535140703,561972.108923729,0
-122.28,38.0,26.0,2335.0,413.0,980.0,417.0,3.4471,3110.52675293963,569471.212458406,748541.33090726,81363.4154972713,28424.7536502984,2
-117.25,32.79,37.0,1467.0,442.0,651.0,354.0,2.375,2647.06747159436,167938.448398504,11718.6599613458,658619.951221923,726581.397960548,4
-122.42,37.76,52.0,1190.0,400.0,1270.0,332.0,2.0329,3355.78141272705,557954.364276035,736409.546669831,66231.2782173139,1843.85289925566,3
-121.59,39.15,5.0,1922.0,489.0,938.0,439.0,2.0474,118581.70148565,640610.25685836,818797.329703293,203493.147170416,169634.976522876,0
-117.67,33.51,19.0,1258.0,246.0,545.0,227.0,2.9762,11434.4612316772,80289.978414231,100232.768992464,572024.264680168,640052.845621476,2
-118.04,34.17,52.0,1885.0,401.0,764.0,373.0,4.0385,46161.9191441867,22871.5542493065,181103.879044505,494663.890750535,562671.655876954,3
-118.42,34.18,40.0,1013.0,150.0,449.0,166.0,5.7143,19747.9008096751,21570.6905084125,200376.287500302,470371.101783061,538391.854904657,4
-114.94,34.55,20.0,350.0,95.0,119.0,58.0,1.625,204976.49389489,308456.329777846,289610.354509066,698117.202113222,761749.243034816,0
-119.12,34.38,28.0,7200.0,1281.0,3793.0,1238.0,4.075,19227.3534189849,88435.648496944,259221.652422842,412812.648085165,480529.193797907,3
-117.98,33.82,34.0,1290.0,220.0,867.0,241.0,5.5486,14305.8214831204,35476.5980873016,144475.761773781,527185.521388858,595215.504990196,3
-116.99,32.77,35.0,2306.0,334.0,828.0,310.0,6.1103,19254.1681823075,184032.527144423,17101.0651462727,675725.929081458,743745.075304999,4
